# Rodent assembly and mapping stats
# PYTHON VERSION: 3.6.10
# Script call:    get_spades_stats.py -p 64
# Runtime:        10/03/2020 12:20:52
# ----------------
# Total species:              210
# Total target length:        54359343.0
# Mapping directory:          ../../01-Assembly-data/06-Map/
# Assembly directory:         ../../01-Assembly-data/05-Scaffolds/
# Output file:                spades-stats.csv
# ----------
species,num-scaffs,avg-scaff-len,asm-len,asm-n50,asm-l50,asm-reads-mapped,asm-perc-reads-mapped,asm-paired-mapped,asm-perc-paired-mapped,asm-pair-mapped-diff-chr,asm-single-mapped,asm-perc-single-mapped,asm-duplicate-reads,asm-avg-depth,asm-avg-start-depth,asm-avg-mid-depth,asm-avg-end-depth,mouse-reads-mapped,mouse-perc-reads-mapped,mouse-paired-mapped,mouse-perc-paired-mapped,mouse-pair-mapped-diff-chr,mouse-single-mapped,mouse-perc-single-mapped,mouse-duplicate-reads,mouse-target-reads-mapped,mouse-target-perc-reads-mapped,mouse-target-paired-mapped,mouse-target-perc-paired-mapped,mouse-target-pair-mapped-diff-chr,mouse-target-single-mapped,mouse-target-perc-single-mapped,mouse-avg-depth,mouse-target-avg-depth,referee-unmapped-pos,referee-errors-corrected,referee-error-rate,referee-low-scores,referee-reads-mapped,referee-perc-reads-mapped,referee-duplicate-reads,referee-avg-depth,referee-avg-start-depth,referee-avg-mid-depth,referee-avg-end-depth,ins-removed,dels-removed,complex-removed,total-snps,filtered-snps
Mesembriomys-gouldii-ABTC7449,127902,900.2779080858783,115147345.0,920,37324,29464961,87.15,27072160,80.35,975652,1203686,3.57,[5386820.0],20.008830563556867,8.296585572360659,22.93315547857272,8.314274035204159,31425533,91.96,27070700,80.34,1981630,1351763,4.01,[5164649.0],19800426,97.43,18393934,90.89,240090,734231,3.63,24.573016749403603,22.24829676473463,1366298,21359,0.00018549277015462233,1372094,29468769,87.16,[5387520.0],20.0115728956904,8.303363082849105,22.933959559412706,8.327904890550501,28328,22719,206,365904,303
Mesembriomys-macrurus-ABTC7337,113393,830.579630135899,94181916.0,838,33781,17141177,76.44,15556344,69.58,575102,879841,3.94,[2700734.0],14.542352541066437,6.664570458948494,16.523365780453886,6.5663948114342245,20404275,90.08,17627826,78.85,1274902,905021,4.05,[2771068.0],11707652,97.52,10930798,91.38,131477,422696,3.53,15.534699780407392,13.696329810314301,1412610,20396,0.0002165596206388496,1416801,17145452,76.45,[2701312.0],14.54569726881685,6.672229253338236,16.524918982274585,6.579241141436889,21968,17562,173,279514,295
Notomys-alexis-U1308,164287,667.6889285214289,109692611.0,753,44326,31626426,87.04,28215178,77.94,2047626,1099778,3.04,[7362348.0],21.296238669930723,9.094759988588661,24.286809924171706,9.224198489983934,34061978,92.72,29596144,81.76,2064954,1175618,3.25,[7451097.0],22178997,98.03,20690513,91.95,259665,636901,2.83,26.519894643850765,23.144618120200608,2865361,23492,0.00021416210067239626,2867542,31631056,87.05,[7364449.0],21.297046293787922,9.098813904998035,24.287223531088937,9.227917777982581,45053,32009,312,553484,343
Notomys-amplus-NMV-C512,77487,663.1080568353401,51382254.0,668,23940,100575761,74.43,97653126,72.67,1137732,663989,0.49,[43787203.0],80.9270659731203,59.12976222538949,86.28334905931841,59.76676718385852,133149806,97.45,127185886,94.64,2387540,658262,0.49,[49675920.0],69675363,99.60,68388702,98.11,219238,378913,0.54,52.700870890359404,45.57213767281919,740940,71778,0.0013969414420784265,821124,100627889,74.47,[43802609.0],80.95316227783451,59.185871175975414,86.30100056550201,59.83148839088658,55629,34491,373,461197,774
Notomys-aquilo-M-32455,152774,757.3022831110005,115696099.0,812,42600,35688039,87.71,32585732,80.36,1737628,1091350,2.69,[7715290.0],23.24640988955696,9.421464905907989,26.66978949290871,9.508653589147453,38420924,93.42,33681122,83.06,2193076,1267985,3.13,[7820151.0],25207427,98.13,23630502,92.43,282284,694104,2.71,30.860583642744896,27.126040651374318,2080510,19486,0.00016842400191902754,2084345,35693586,87.72,[7717161.0],23.248597024296537,9.428071323228412,26.670925036526036,9.51491547281507,31827,22104,218,359946,316
Notomys-cervinus-M22857,147242,718.4448798576493,105785261.0,773,40407,30159414,88.06,27514336,80.62,1487496,926965,2.72,[5826145.0],22.133617086421737,8.813284716410577,25.431673710270385,8.850543810906295,32496884,93.79,28461234,83.40,1819312,1009103,2.96,[5944767.0],21957434,98.21,20503860,92.29,233024,572352,2.58,28.006764253571,24.509241014925436,1984064,20316,0.00019204943872095756,1987924,30164218,88.08,[5827679.0],22.13542907649289,8.821620937884893,25.43226669295063,8.858101835348085,36407,25997,260,442795,455
Notomys-fuscus-M22830,148435,735.5988479805976,109188615.0,791,40838,31536293,87.94,28902108,80.88,1438220,985821,2.76,[6508630.0],22.01263744549766,9.133422669636717,25.205114852845004,9.127429018706229,34102580,94.07,30083998,84.19,1903126,1059349,2.96,[6623769.0],22701649,98.24,21405494,93.07,241922,585681,2.55,28.32837581742184,24.815732909060362,1939627,18401,0.0001685248961166876,1942193,31541291,87.95,[6510377.0],22.014057228890113,9.13966023108326,25.20500259041531,9.139298517413613,37190,25598,264,442120,305
Notomys-longicaudatus-C6278,68988,608.0002319243927,41944720.0,610,22113,74758215,73.23,73187386,71.98,511942,340631,0.34,[35767484.0],71.99206762673766,39.98133672766428,79.94958976930592,40.15086475424809,101868231,98.78,98331374,96.71,1231588,302344,0.30,[44550099.0],70964984,99.79,69957128,98.72,147133,208022,0.29,53.249465163409184,45.26429769395852,569863,74479,0.0017756466129705956,604219,74812905,73.29,[35788017.0],72.02593578957885,40.04664164075076,79.97860724341938,40.19717939989301,39638,26621,323,361116,721
Notomys-macrotis-ZD-1841-1167,12551,508.81132977451995,6386091.0,510,4816,29596038,54.52,27963686,52.05,682868,266865,0.50,[15876334.0],108.70628874061067,104.73887008054066,111.09916409482899,93.58187328286553,53347052,97.06,49960870,93.00,1326880,324367,0.60,[23041466.0],22367367,99.40,21705190,96.76,69151,182838,0.82,10.2149238879376,7.316473950025482,326870,15085,0.0023621648986837177,358681,29611947,54.55,[15884125.0],108.75973231604527,104.84361055797453,111.13719710994137,93.70526509057301,6684,5061,57,73423,120
Notomys-alexis-ABTC94521,134969,735.4604316546763,99264359.0,757,38982,27731753,87.22,25655916,80.97,1031508,832013,2.63,[5517627.0],21.503159760586307,8.702328888551513,24.714247721620374,8.485801352633738,30224832,94.07,26769158,84.48,1586134,904166,2.85,[5654418.0],20583638,98.29,19404482,93.10,197181,516565,2.48,26.303555183041027,22.8510733472257,1434438,17282,0.000174100756546466,1437448,27735616,87.23,[5518587.0],21.50505007460454,8.702148754226128,24.716570211350334,8.487944684741947,40997,29797,285,511712,376
Notomys-mitchellii-M21518,107008,781.3236580442584,83607882.0,791,32108,16246567,82.71,14658696,74.97,634720,789182,4.04,[3119050.0],14.910463063197733,6.849360469270851,16.929056848265752,6.784385342588169,18220384,91.88,15709830,80.35,1123784,737037,3.77,[3039451.0],11622779,97.65,10765613,90.92,138900,398067,3.36,14.992905074849498,13.023597838553714,1242545,18790,0.0002247395765868103,1244983,16250087,82.73,[3119396.0],14.913425560328486,6.859714442985167,16.930157428933935,6.794152042323371,26284,19429,170,312551,255
Pseudomys-patrius-JM10865,160238,643.5906651356108,103127681.0,704,44150,32688039,87.13,29885816,79.89,1626456,879854,2.35,[7627236.0],23.42000324929014,8.946584708516173,26.997295797903483,8.917574968793005,35641782,93.92,31308232,83.69,1890558,1124356,3.01,[7897797.0],24785121,98.08,23114327,92.06,244895,678694,2.70,29.998496456273624,26.232252623067943,2599221,26655,0.0002584660077831092,2602443,32693948,87.14,[7629334.0],23.423015388983416,8.952053177424702,27.000232142527203,8.921381935002278,29968,21017,225,351747,284
Pseudomys-pilligaensis-ABTC18120,127543,727.6058897783493,92801038.0,733,38103,22005988,86.66,20405000,80.60,738372,677144,2.67,[3840824.0],18.867514783114682,7.177097640217778,21.76679733643957,7.275126030455859,24099243,93.99,21314864,84.19,1251250,788812,3.12,[3943057.0],16624964,98.11,15641273,92.68,167570,464776,2.75,22.082125922068297,19.040262370352785,1341343,16021,0.00017263815518960037,1342924,22008527,86.67,[3841514.0],18.868976308212336,7.183767734823927,21.767267288074773,7.2805759718624925,28722,21568,206,370369,276
Pseudomys-hermmannsburgensis-M7890,150507,661.2624794860039,99524632.0,699,42198,58999191,87.18,56004824,83.09,1634116,991319,1.47,[20234459.0],35.22570485420301,15.403519735507645,40.213715493876315,14.904107611165113,65465078,95.68,59847656,88.79,2837062,1015307,1.51,[21076731.0],42359560,99.15,40792837,95.96,310409,526529,1.24,41.30537458855185,36.344309036258956,1068966,43692,0.00043900689831236956,1087351,59011924,87.19,[20237716.0],35.23306657946661,15.424525472066481,40.219110161247265,14.915819244152766,53918,36359,438,597068,787
Pseudomys-shortridgei-M62127,132874,793.5640381112934,105444028.0,852,37656,25184169,86.06,22669422,77.72,1339226,1028701,3.53,[5548513.0],17.76998034995624,7.700200218589468,20.28589739598772,7.63141900113668,27118366,91.65,23391950,80.20,1712690,1124546,3.86,[5443475.0],16954333,97.55,15751767,91.06,213638,601674,3.48,20.225070898679917,17.95624522172757,1565022,21678,0.00020558774556677596,1568429,25188433,86.07,[5549305.0],17.77271788255453,7.71452107917777,20.286805088832157,7.637072414998817,25064,19229,157,340586,237
Pseudomys-shortridgei-Z25113,118219,919.5501738299258,108708302.0,959,34375,23627265,84.59,21312356,76.57,981664,1198242,4.30,[5892397.0],15.534581648275806,7.2848239283324805,17.601608731052952,7.235272394887867,25531145,90.42,21652224,77.79,1751862,1285676,4.62,[5623105.0],15358827,96.97,14077116,89.32,236834,674064,4.28,17.517402461118014,15.547031225156639,1468685,21642,0.00019908323101210798,1473516,23629705,84.60,[5892757.0],15.536642587573375,7.294905521295614,17.601756744381532,7.244186339389351,23488,18775,145,319643,238
Rattus-colletti-RAT25,140240,767.7393397033657,107667765.0,796,40573,36125983,87.91,33447824,81.66,1270960,1084259,2.65,[8286977.0],24.744128735508312,9.016861596956602,28.643572336046407,9.133042015079273,38145024,91.90,33179892,81.01,1957584,1701581,4.15,[8325330.0],26397927,97.25,24312387,90.06,295797,1074858,3.98,32.60638170717489,27.90761685622286,1748933,21488,0.00019957691143677032,1751838,36132063,87.93,[8289072.0],24.74673011106578,9.030436189014425,28.644216804122042,9.142129434706751,37781,27198,266,450621,378
Rattus-tunneyi-RAT130,115564,709.4881797099442,81991292.0,706,35371,19482446,84.36,17979030,78.11,655772,694662,3.02,[4112209.0],17.889838798642984,6.681827146080179,20.66287148080234,6.850433488071785,21455622,91.93,18589284,80.76,1162396,965220,4.19,[4232810.0],14895544,97.25,13721682,90.07,169307,610624,4.01,19.893319512064846,16.3018538873805,1192631,16451,0.0002006432585548231,1194745,19486367,84.38,[4113231.0],17.892347235876745,6.695524489969981,20.6640299268424,6.853938905716781,27755,20714,163,338924,267
Zyzomys-argurus-ABTC61630,159319,691.450448471306,110161194.0,758,42957,39727830,89.37,36195020,81.68,2007760,1154687,2.61,[9830298.0],26.160236388158648,10.044453827320474,30.126169414008327,10.218865552480286,42409101,94.41,37403336,84.41,2226144,1355107,3.06,[9897253.0],29653714,98.17,27838247,92.59,308339,802573,2.67,34.368789207055706,30.66497461163208,2412357,26614,0.0002415914264691067,2415737,39733601,89.38,[9832129.0],26.162709655426188,10.050269953947536,30.12820874246339,10.225501755774722,44590,31844,311,502522,425
Zyzomys-maini-ABTC07900,140164,766.2237450415228,107396985.0,797,39045,38562300,89.71,35195058,82.10,2032498,999966,2.33,[8717995.0],26.287533733402622,10.166748461050048,30.302054657033015,10.183439186298587,40938536,94.21,36009650,84.00,2163486,1265235,2.95,[8938298.0],28727989,98.14,26757199,91.98,331328,763217,2.62,33.65082851032558,30.888516533395187,1764250,21486,0.0002000614821728934,1768409,38566654,89.72,[8719242.0],26.288402636116572,10.16372905337842,30.302851180200786,10.18958224078579,32086,23440,231,373391,321
Zyzomys-palatalis-ABTC30744,137830,743.125959515345,102425051.0,778,39686,23795696,87.28,21889002,80.51,938150,812422,2.99,[4984802.0],17.767925189410754,6.856378743273496,20.47896244294461,6.852573931899243,25847380,93.84,22769912,83.75,1372014,907677,3.34,[5072692.0],17621583,97.94,16523514,92.23,188722,532166,2.97,22.00278653813039,19.173186088728116,1746583,16486,0.0001609567175123984,1747375,23798674,87.29,[4986056.0],17.76906723958889,6.854536177199364,20.480449882272442,6.854620595905238,22105,16181,133,262697,184
Zyzomys-pedunculatus-Z34925,146505,815.7627862530289,119513327.0,852,40971,55066969,89.99,51252658,84.00,2011728,1536134,2.52,[30850696.0],18.96726249710979,9.473477621767161,21.35355040080489,9.299204454586397,58201474,94.08,51553310,84.49,2994828,1949954,3.20,[30372222.0],39270080,97.99,36944898,92.61,428023,1149707,2.88,22.89950147115589,20.365060133269086,1626360,22519,0.00018842250119938507,1630811,55073847,90.00,[30852462.0],18.97104812628386,9.478748488791485,21.356086844274586,9.311184679164972,33834,24304,213,385041,320
Zyzomys-woodwardi-WAMM21724,113479,781.7241780417522,88709278.0,786,34223,16562095,85.97,15217566,79.20,601444,656641,3.42,[3187940.0],14.576101118976668,5.9351984780284734,16.724224314280097,6.011792247494262,18213817,93.56,15971002,83.12,988450,686602,3.57,[3261290.0],12108103,97.72,11276226,91.44,153161,401938,3.26,15.753858084778907,13.445370081091673,1025214,12129,0.000136727524712804,1026128,16563382,85.98,[3188574.0],14.576946144748147,5.937265051772563,16.724843968280098,6.013055267057862,18787,15151,116,262290,159
Pseudomys-albocinereus-WAMM18855,131455,771.7972233844281,101456604.0,790,38023,31416153,87.24,28928098,80.60,1184650,955719,2.66,[7465716.0],22.651000087300265,8.782305332978133,26.10490293790582,8.81900757024518,34158118,93.88,29998028,83.58,1958622,1065879,2.97,[7552636.0],23139784,98.28,21798202,92.95,229222,590121,2.52,28.250168667157382,24.52197939551992,1673622,19987,0.00019700048308338803,1677724,31422143,87.26,[7467591.0],22.65426085177776,8.7956713890627,26.106741878376344,8.824881685375425,30032,20414,236,338452,446
Pseudomys-apodemoides-M16672,147635,781.9974802722932,115450198.0,821,41502,40517022,87.86,37263180,81.08,1642362,1189784,2.59,[9068419.0],26.21898185479979,10.161159483569737,30.227491093319784,10.07301571428559,43505128,93.39,37981652,82.64,2620400,1480193,3.22,[9163558.0],28776739,98.12,27044494,92.58,298708,797879,2.73,35.00844617803644,30.756728479959737,2073746,23170,0.0002006925964735028,2079964,40523251,87.88,[9070638.0],26.22318632134405,10.168808637592957,30.231084071372994,10.079814038139569,36404,25196,342,434824,535
Pseudomys-auritus-1846-4-4-67,1081,413.53469010175763,447031.0,491,299,7105633,77.82,6762244,75.07,145384,66435,0.74,[3754800.0],432.44279590352005,263.1975182614219,470.52100146863415,296.25487070492386,9100079,97.87,8364026,92.85,343604,49776,0.55,[2511399.0],1226306,98.88,1147812,94.13,12952,18975,1.56,2.7550274217504547,0.6724063239690001,28551,998,0.0022325073652610223,41832,7106931,77.83,[3755194.0],432.5256031142341,263.3933715944922,470.59989034106167,296.26463425433934,462,452,8,8347,32
Pseudomys-australis-M25541,154681,756.8353514652737,117068049.0,799,43030,45694160,89.24,42038304,82.38,1953134,1245216,2.44,[10669732.0],28.821607102919977,10.902367127741828,33.26447755756825,11.017474342082911,48771788,94.19,42643412,83.56,2811806,1512086,2.96,[10760201.0],33259261,98.28,31127554,92.50,334689,844230,2.51,39.83675162228658,35.20806259560569,2135353,26458,0.00022600530397495563,2142240,45700816,89.25,[10672011.0],28.824718393343048,10.910438777378664,33.26605231697817,11.029872275814315,46063,32387,388,524698,583
Pseudomys-bolami-ABTC08077,178482,609.5339417980524,108790837.0,695,47666,30941898,83.62,27721268,75.17,2019652,918662,2.49,[5861522.0],22.17098088244325,8.845348901510514,25.44893055246833,8.827386230533913,34531366,92.39,30256022,82.05,2045104,1125812,3.05,[6050591.0],22210207,98.28,20930290,93.01,214143,567467,2.52,28.804063518314,25.06219405558305,3418885,28717,0.00026396524552890424,3422736,30949135,83.64,[5864193.0],22.173851010335763,8.842219783051139,25.453021093004637,8.829733938908927,36873,25568,343,432483,434
Pseudomys-bolami-ABTC107389,122895,836.2975548232231,102776788.0,864,35630,25667894,87.47,23416798,80.09,1040382,1057958,3.62,[6912279.0],17.414460842362985,7.841576352629149,19.758622521309157,8.184938863814947,27386419,92.43,23806832,81.42,1639620,1159403,3.97,[6627124.0],17894784,97.48,16690783,91.27,233023,657826,3.60,19.83452885857303,17.632538568392924,1310024,20201,0.00019655216312072332,1313018,25670622,87.48,[6912838.0],17.416257642087743,7.846206501255634,19.75846609776329,8.199537840901275,31499,23750,193,379641,260
Pseudomys-calabyi-U4324,143212,778.8681674719995,111543268.0,812,40967,27233482,85.60,24847040,78.39,1176954,992355,3.13,[5874385.0],18.262899164012953,7.5862516429152125,20.89131271217139,7.8197481802708895,29812935,92.75,25928094,81.81,1827394,1111196,3.51,[5746293.0],19120672,97.88,17910683,92.11,203201,590142,3.03,22.957034933471807,20.63198587591465,1587626,25344,0.00022721227784002168,1592269,27238131,85.61,[5875270.0],18.265240457951723,7.587078254022827,20.892683242541786,7.832128734308454,29087,22754,221,389108,241
Pseudomys-johnsoni-WAMM56280,229633,556.0020075511795,127676409.0,676,58511,50050323,89.24,44825972,80.21,3527868,1267518,2.27,[12090177.0],28.71542250027544,10.92010430438656,33.03883213147196,11.043754448209562,53387703,94.20,47127212,84.33,2886816,1605508,2.87,[12198511.0],36568771,98.24,34398873,92.89,365014,933962,2.52,42.57747871915736,38.0303930825654,4820088,40882,0.00032020010838494054,4825512,50059264,89.26,[12094433.0],28.717239701582315,10.922830400726946,33.04169506577233,11.042895173683078,51338,35660,400,616248,494
Pseudomys-chapmani-WAMM29440,154368,741.9513500207297,114533546.0,804,41987,37099855,88.77,33492042,80.40,2066912,1202395,2.89,[7558207.0],24.987028319291614,9.603845500301757,28.79117599541249,9.683461624255825,39319005,93.02,33932532,81.46,2459700,1438404,3.45,[7487218.0],26428393,97.91,24514724,91.39,304108,812131,3.03,33.20550590385117,29.145577329733364,2531591,22813,0.00019918181874854378,2535355,37105005,88.78,[7560872.0],24.988937489829386,9.60405968746804,28.79253947184434,9.691734036059374,31639,22226,231,338527,348
Pseudomys-delicatulus-JM18363,161822,675.8510523908986,109367569.0,733,44879,33746057,88.79,30904642,81.56,1603218,924942,2.44,[7098371.0],23.57711237987692,9.292654349664055,27.13527030453394,9.071624442232082,36037886,93.92,31841602,84.03,1889102,1176440,3.10,[7188637.0],24928703,98.12,23449882,92.66,251575,692073,2.73,30.872914434297208,27.089411915813624,2654892,24567,0.00022462783277188872,2657496,33750287,88.80,[7100488.0],23.578103349791572,9.299540531152745,27.13577324691772,9.073742417307816,35910,25815,268,440207,398
Pseudomys-delicatulus-M29247,133621,758.52972960837,101355501.0,785,38697,29912470,87.46,27132882,79.67,1427150,1089811,3.20,[6827705.0],21.568426314282082,9.179883761995839,24.640467908512218,9.295671487933712,31941943,92.35,27483910,80.70,2132038,1199021,3.52,[6578862.0],20339029,97.82,18971172,91.72,222944,641951,3.10,24.12948944316826,21.477361637722517,1475858,23202,0.00022891702740436359,1482509,29917103,87.47,[6828087.0],21.572325424656785,9.19078207453941,24.641232225885528,9.317257354389113,37348,27951,259,466122,429
Pseudomys-delicatulus-U1509,178927,630.1270574032985,112746744.0,714,47533,37291253,89.41,34063466,81.90,1988410,960007,2.31,[8042288.0],25.15289295511031,9.181979855538817,29.092499994081574,9.118430724245426,39713197,94.27,35224134,84.69,2055372,1224984,2.95,[8138540.0],27669784,98.22,26095362,93.02,275577,725329,2.59,34.047785792558884,29.952332058170754,3077448,27739,0.0002460292777944878,3079760,37297024,89.42,[8044191.0],25.155703548691648,9.183699183632006,29.09570577762794,9.120456955730399,33297,23358,237,403657,345
Pseudomys-delicatulus-WAMM29247,95500,642.3974031413612,61348952.0,654,30160,10740606,78.17,9590396,70.11,552804,502465,3.67,[2374402.0],12.968856831015898,5.521254681260475,14.817413270532937,5.543031827793814,12890034,92.91,11224484,82.05,749148,473666,3.46,[2582555.0],8676993,97.81,8082300,91.59,99288,277192,3.14,11.514021590449824,9.323137919455723,1144229,13875,0.00022616523261880658,1144544,10742888,78.19,[2375143.0],12.970831348390956,5.5241434460529595,14.819745799970091,5.541221765286325,20442,15060,146,267315,215
Pseudomys-desertor-ABTC41464,172801,636.049166382139,109909932.0,714,46295,39511163,88.34,36520096,81.91,1777942,926098,2.08,[8924477.0],26.697796026151675,9.743652774541701,30.874778085752435,9.7927819592977,42837198,94.64,38188112,85.65,2155946,1071105,2.40,[9231040.0],29348643,98.62,27776349,93.89,258648,596136,2.02,35.907043759618425,31.56843948610637,2425220,27297,0.0002483579009038055,2430333,39519009,88.35,[8928317.0],26.70006647780979,9.74791175042928,30.876147439930023,9.804047128518325,34163,23213,266,370525,426
Pseudomys-fieldi-ABTC08164,135981,784.5651451305697,106685953.0,804,38978,31542030,88.90,29438514,83.21,965926,900053,2.54,[6331452.0],22.80902057840834,7.993367933609538,26.50020949775599,8.03411869143441,33770110,94.22,29890992,84.49,1743280,1097640,3.10,[6348263.0],23537792,98.12,22152329,92.76,231097,653561,2.74,29.576834340932372,25.92985347523424,1404307,17581,0.00016479207904718254,1405654,31546275,88.91,[6332796.0],22.811734312874457,7.995030185393143,26.50243991141466,8.040618242253297,19521,14277,139,215235,255
Pseudomys-fumeus-ABTC08168,211615,644.7541951184935,136439659.0,781,52660,54444186,89.00,48876744,80.17,3619712,1452964,2.38,[10816622.0],30.950698250933318,11.718202498802503,35.71866146479658,11.412470631253793,57883195,93.66,50840938,83.39,3315120,1867274,3.06,[10835730.0],38687155,98.23,36437002,92.90,385446,1017309,2.59,48.03636863733474,42.870460943576894,4377933,36180,0.00026517216669384963,4383398,54453391,89.02,[10820728.0],30.95330829780852,11.71490915801487,35.7207923115572,11.427635890806549,40720,28275,352,497484,450
Pseudomys-gouldii-C955,72487,601.9293528494765,43632053.0,620,22973,109122464,73.94,105215390,71.91,1684548,491255,0.34,[62649231.0],72.72100031140577,62.07133727747056,75.54531929789326,60.744966254890905,147514854,98.68,140104636,95.75,3006976,421280,0.29,[77834678.0],85395497,99.78,84052461,98.58,216455,264905,0.31,36.636542937140234,31.508830469124693,707746,79082,0.0018124748794194946,780929,109200904,73.99,[62686848.0],72.7564717932571,62.11166080684834,75.57860823848503,60.79472697750872,45449,27986,297,378721,669
Pseudomys-gracilicaudatus-ABTC08163,155080,691.4540172814031,107230689.0,748,42912,35430759,88.90,32327710,81.40,1758794,1017452,2.56,[8060800.0],24.59888586612896,9.372652670909652,28.364204022125683,9.436357466749145,37763768,93.77,33075026,83.29,2194582,1213749,3.06,[8103402.0],25868712,98.23,24308257,92.72,264114,680040,2.59,31.78616012978938,27.71041837279012,2307707,27574,0.00025714653386214837,2313072,35437306,88.92,[8064063.0],24.601588958406676,9.380038278758288,28.36600450327902,9.444283256303551,40471,29423,364,512765,559
Pseudomys-hermannsburgensis-ABTC08067,177937,607.7835188858978,108147176.0,689,47508,33876269,88.39,30675612,80.29,1966006,940696,2.46,[8082867.0],23.1108573399615,8.86011788792549,26.646250288277553,8.561339201068941,36340951,93.90,32071284,83.95,1909602,1170695,3.06,[8202260.0],25414344,98.16,23864257,92.58,247746,691904,2.68,30.575411720551834,26.787810128610275,3564850,29044,0.0002685599483429877,3567265,33882360,88.41,[8085249.0],23.11282257898958,8.863364375287615,26.64897329138571,8.560480514912346,36317,25333,280,426679,401
Pseudomys-higginsi-UC1421,143713,872.353203955105,125368496.0,900,41060,42914351,89.61,38644798,81.16,2153498,1741244,3.66,[9494793.0],25.121757444600647,10.780620037493932,28.689782643397372,10.853630490220434,44724678,92.32,37736742,79.26,3474542,1954733,4.11,[8988769.0],28162528,97.36,26063294,90.53,429797,1084323,3.77,32.604055828918725,29.667051973015937,1536874,20763,0.000165615770009716,1544879,42919245,89.62,[9495989.0],25.124665293108144,10.801643226949707,28.688465724115165,10.872319348468636,33474,24472,262,430174,347
Pseudomys-johnsoni-ABTC08053,152139,788.0932239596684,119899715.0,837,41917,43267066,89.60,39544170,82.20,2071450,1279280,2.66,[8646356.0],27.886417289507907,11.033943999993246,32.09271649346452,10.930496188486947,45727789,93.71,39881882,82.91,2780490,1547488,3.22,[8589685.0],30710603,98.08,28787999,92.38,346555,871835,2.80,38.29353386054624,33.94577749035709,1985511,24284,0.00020253592762918578,1991585,43272596,89.61,[8648209.0],27.888922986250943,11.037738645806286,32.09369674531814,10.94523436493343,51052,36697,439,609052,538
Pseudomys-nanus-U1448,152059,731.7983414332595,111276524.0,767,42998,37340182,88.19,34139966,80.93,1706066,1129896,2.68,[7679652.0],25.619599364315636,9.981214429029283,29.48024330775104,10.199445798462515,40066358,93.66,34997904,82.96,2407726,1346190,3.19,[7654554.0],27058497,98.16,25438883,92.67,281617,741895,2.70,34.08856059889678,29.84459753312324,1994737,25833,0.00023215139250755174,2000900,37346133,88.20,[7681175.0],25.62232454184906,9.989452485092794,29.482058148587242,10.206425883858415,60758,43493,477,725837,532
Pseudomys-novaehollandiae-ABTC08140,144350,792.9793418773813,114466568.0,827,40706,41701315,88.39,38356230,81.58,1778762,1161433,2.47,[9785501.0],26.720678092955083,10.99867532108259,30.679629111651547,10.665569476999286,44516285,93.38,38946440,82.84,2618248,1473440,3.13,[9800447.0],29259225,98.18,27492049,92.65,310723,789044,2.66,35.016662740787325,30.814709699489928,1833805,22308,0.0001948865978055706,1839143,41706200,88.40,[9787413.0],26.72296648949373,11.000100008147177,30.681725902613127,10.67049260774596,37274,25844,307,420365,493
Pseudomys-novaehollandiae-NMV-C22127,112421,680.2419387836792,76473479.0,705,33180,90419210,85.12,87737862,82.97,1096674,819856,0.78,[30577987.0],65.22766869924207,31.748866619323586,73.56426867644286,31.843533328108887,104567267,97.44,99261398,93.87,2356766,776484,0.73,[32733596.0],66314078,99.49,64983078,97.82,255291,472699,0.71,64.42571434790001,57.1484501569491,673802,71497,0.0009349254268921125,726421,90448115,85.15,[30584094.0],65.24314211513722,31.778655054071773,73.57336993192952,31.898229784958566,49367,32511,310,441670,578
Pseudomys-occidentalis-ABTC08043,180608,631.9957255492559,114143484.0,711,48344,37546797,89.12,34344796,81.75,1928524,952075,2.27,[8384377.0],24.768466191584253,8.874922390507384,28.658781468610997,9.030030372269504,40215822,94.51,35762506,85.13,2035148,1191150,2.84,[8504931.0],28236921,98.33,26691762,93.32,259400,701090,2.45,34.35733695754256,30.382605783149366,3363646,29283,0.0002565455247537389,3366751,37554035,89.13,[8387539.0],24.770851408224438,8.885036381057262,28.660700498327408,9.032664351944902,34223,24102,243,386209,311
Pseudomys-oralis-RAT7,140391,899.1856600494334,126237574.0,915,40103,56651799,88.66,52934130,83.13,1618188,1510037,2.37,[13981668.0],32.43242149505247,11.901506878378086,37.57397824203345,11.801385264645916,60615136,93.88,53386752,83.84,3366318,1893807,2.97,[14027551.0],40630801,98.28,38296410,93.04,392329,1036675,2.52,47.29319939821858,42.14484095218001,1833937,23640,0.0001872659561724467,1843532,56660004,88.67,[13984046.0],32.437119900353764,11.905910829983707,37.57620181141068,11.825130092283061,42728,28950,376,464464,571
Rattus-morotaiensis,124533,1247.4639252246393,155350425.0,1294,35242,43164329,94.50,40768618,89.93,1207330,816624,1.80,[17226121.0],23.44391961290084,6.695346849458303,27.633043668873647,6.646732452729094,45479108,96.63,39373858,86.86,2603422,1010046,2.23,[16885981.0],31402973,98.86,29171545,93.12,626864,614386,1.96,40.422845661281926,35.76689732986655,1378536,39181,0.0002522104461574534,1381301,43167522,94.50,[17227430.0],23.44580558541218,6.697308719962136,27.63453915787494,6.6512705205514,31009,25214,525,284941,304
